order_id,date,store,product,quantity,sales
88389,08/05/2023,Astoria,Brewed Black tea,2,5
88390,08/05/2023,Astoria,Gourmet brewed coffee,2,6
88391,08/05/2023,Astoria,Black tea,1,8.95
88392,08/05/2023,Astoria,Brewed herbal tea,1,3
88393,08/05/2023,Astoria,Biscotti,2,7
88394,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,3.1
88395,08/05/2023,Astoria,Organic brewed coffee,2,6
88396,08/05/2023,Lower Manhattan,Gourmet brewed coffee,2,7
88397,08/05/2023,Astoria,Pastry,1,3.75
88398,08/05/2023,Astoria,Pastry,1,3.75
88399,08/05/2023,Astoria,Brewed Chai tea,2,5
88400,08/05/2023,Astoria,Hot chocolate,1,4.5
88401,08/05/2023,Astoria,Brewed Chai tea,1,2.55
88402,08/05/2023,Astoria,Barista Espresso,1,4.25
88403,08/05/2023,Lower Manhattan,Brewed Green tea,2,6
88404,08/05/2023,Lower Manhattan,Barista Espresso,1,3
88405,08/05/2023,Astoria,Brewed Chai tea,2,8
88406,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,6.2
88407,08/05/2023,Astoria,Brewed Chai tea,1,4
88408,08/05/2023,Astoria,Barista Espresso,2,8.5
88409,08/05/2023,Astoria,Scone,2,6
88410,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,5
88411,08/05/2023,Astoria,Barista Espresso,2,8.5
88412,08/05/2023,Astoria,Gourmet brewed coffee,1,3
88413,08/05/2023,Lower Manhattan,Brewed Chai tea,1,3.1
88414,08/05/2023,Astoria,Brewed Green tea,1,2.5
88415,08/05/2023,Lower Manhattan,Hot chocolate,2,7.5
88416,08/05/2023,Astoria,Brewed Chai tea,1,2.5
88417,08/05/2023,Lower Manhattan,Barista Espresso,1,3.75
88418,08/05/2023,Astoria,Hot chocolate,2,7.5
88419,08/05/2023,Astoria,Espresso Beans,1,14.75
88420,08/05/2023,Astoria,Brewed Green tea,1,3
88421,08/05/2023,Astoria,Brewed Black tea,1,2.5
88422,08/05/2023,Hell's Kitchen,Brewed Black tea,2,6
88423,08/05/2023,Hell's Kitchen,Brewed Black tea,2,6
88424,08/05/2023,Hell's Kitchen,Scone,1,3
88425,08/05/2023,Lower Manhattan,Brewed Black tea,1,2.5
88426,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
88427,08/05/2023,Astoria,Drip coffee,2,4
88428,08/05/2023,Lower Manhattan,Organic brewed coffee,1,2.2
88429,08/05/2023,Hell's Kitchen,Drip coffee,1,2.5
88430,08/05/2023,Astoria,Hot chocolate,2,7.5
88431,08/05/2023,Astoria,Brewed herbal tea,1,3
88432,08/05/2023,Astoria,Brewed Green tea,1,2.5
88433,08/05/2023,Astoria,Scone,2,7.5
88434,08/05/2023,Astoria,Premium brewed coffee,2,6.2
88435,08/05/2023,Hell's Kitchen,Premium brewed coffee,1,3.75
88436,08/05/2023,Lower Manhattan,Premium brewed coffee,2,6.2
88437,08/05/2023,Hell's Kitchen,Barista Espresso,2,8.5
88438,08/05/2023,Hell's Kitchen,Sugar free syrup,1,0.8
88439,08/05/2023,Astoria,Brewed herbal tea,1,3
88440,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
88441,08/05/2023,Hell's Kitchen,Organic brewed coffee,2,6
88442,08/05/2023,Hell's Kitchen,Hot chocolate,2,9.5
88443,08/05/2023,Astoria,Barista Espresso,2,8.5
88444,08/05/2023,Astoria,Biscotti,2,7
88445,08/05/2023,Lower Manhattan,Hot chocolate,2,9
88446,08/05/2023,Lower Manhattan,Barista Espresso,1,3.75
88447,08/05/2023,Lower Manhattan,Sugar free syrup,3,2.4
88448,08/05/2023,Astoria,Brewed Black tea,1,3
88449,08/05/2023,Hell's Kitchen,Brewed herbal tea,1,3
88450,08/05/2023,Astoria,Hot chocolate,2,7
88451,08/05/2023,Astoria,Biscotti,2,7
88452,08/05/2023,Lower Manhattan,Drip coffee,1,2.5
88453,08/05/2023,Astoria,Premium brewed coffee,1,2.45
88454,08/05/2023,Lower Manhattan,Drip coffee,1,2.5
88455,08/05/2023,Astoria,Gourmet brewed coffee,1,2.2
88456,08/05/2023,Astoria,Hot chocolate,1,4.5
88457,08/05/2023,Astoria,Biscotti,2,6.5
88458,08/05/2023,Astoria,Hot chocolate,2,9.5
88459,08/05/2023,Astoria,Brewed herbal tea,1,3
88460,08/05/2023,Astoria,Barista Espresso,1,3.75
88461,08/05/2023,Astoria,Barista Espresso,1,4.25
88462,08/05/2023,Astoria,Brewed herbal tea,1,2.5
88463,08/05/2023,Astoria,Drip coffee,1,2.5
88464,08/05/2023,Astoria,Scone,2,6
88465,08/05/2023,Lower Manhattan,Gourmet brewed coffee,2,6
88466,08/05/2023,Astoria,Gourmet brewed coffee,1,2
88467,08/05/2023,Astoria,Gourmet brewed coffee,1,2
88468,08/05/2023,Astoria,Brewed herbal tea,2,5
88469,08/05/2023,Astoria,Brewed herbal tea,2,6
88470,08/05/2023,Astoria,Drip coffee,1,2
88471,08/05/2023,Astoria,Brewed Chai tea,1,2.55
88472,08/05/2023,Astoria,Biscotti,2,7
88473,08/05/2023,Astoria,Gourmet brewed coffee,1,2.5
88474,08/05/2023,Astoria,Scone,2,6.5
88475,08/05/2023,Astoria,Brewed Chai tea,2,6.2
88476,08/05/2023,Hell's Kitchen,Hot chocolate,1,3.75
88477,08/05/2023,Astoria,Brewed Chai tea,1,2.5
88478,08/05/2023,Lower Manhattan,Brewed herbal tea,2,6
88479,08/05/2023,Astoria,Barista Espresso,1,3.75
88480,08/05/2023,Astoria,Premium Beans,1,45
88481,08/05/2023,Astoria,Premium brewed coffee,1,3.75
88482,08/05/2023,Astoria,Gourmet brewed coffee,1,2.2
88483,08/05/2023,Astoria,Gourmet Beans,1,21
88484,08/05/2023,Hell's Kitchen,Drip coffee,1,3
88485,08/05/2023,Hell's Kitchen,Biscotti,1,3.5
88486,08/05/2023,Astoria,Drip coffee,1,3
88487,08/05/2023,Hell's Kitchen,Premium brewed coffee,1,3.1
88488,08/05/2023,Lower Manhattan,Drip coffee,2,6
88489,08/05/2023,Hell's Kitchen,Barista Espresso,2,8.5
88490,08/05/2023,Hell's Kitchen,Regular syrup,2,1.6
88491,08/05/2023,Hell's Kitchen,Scone,1,3.25
88492,08/05/2023,Lower Manhattan,Brewed Black tea,2,6
88493,08/05/2023,Astoria,Premium brewed coffee,1,2.45
88494,08/05/2023,Astoria,Gourmet brewed coffee,2,5
88495,08/05/2023,Astoria,Drip coffee,1,2.5
88496,08/05/2023,Astoria,Gourmet brewed coffee,1,3
88497,08/05/2023,Astoria,Brewed herbal tea,2,5
88498,08/05/2023,Lower Manhattan,Organic brewed coffee,1,2.2
88499,08/05/2023,Lower Manhattan,Scone,1,3.25
88500,08/05/2023,Astoria,Brewed herbal tea,2,5
88501,08/05/2023,Hell's Kitchen,Organic brewed coffee,2,4.4
88502,08/05/2023,Astoria,Brewed herbal tea,1,3
88503,08/05/2023,Astoria,Brewed Black tea,1,2.5
88504,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,6.2
88505,08/05/2023,Lower Manhattan,Barista Espresso,1,3
88506,08/05/2023,Lower Manhattan,Regular syrup,1,0.8
88507,08/05/2023,Hell's Kitchen,Barista Espresso,2,7.5
88508,08/05/2023,Hell's Kitchen,Barista Espresso,2,6
88509,08/05/2023,Hell's Kitchen,Sugar free syrup,2,1.6
88510,08/05/2023,Lower Manhattan,Hot chocolate,1,4.5
88511,08/05/2023,Lower Manhattan,Scone,1,3.75
88512,08/05/2023,Astoria,Premium brewed coffee,1,3.75
88513,08/05/2023,Lower Manhattan,Gourmet brewed coffee,1,3
88514,08/05/2023,Astoria,Brewed Chai tea,2,8
88515,08/05/2023,Astoria,Biscotti,2,7
88516,08/05/2023,Hell's Kitchen,Barista Espresso,1,4.25
88517,08/05/2023,Hell's Kitchen,Regular syrup,1,0.8
88518,08/05/2023,Hell's Kitchen,Biscotti,1,3.5
88519,08/05/2023,Astoria,Brewed herbal tea,1,2.5
88520,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
88521,08/05/2023,Astoria,Drip coffee,1,2.5
88522,08/05/2023,Astoria,Drip coffee,2,6
88523,08/05/2023,Astoria,Scone,1,3.25
88524,08/05/2023,Lower Manhattan,Hot chocolate,2,9.5
88525,08/05/2023,Hell's Kitchen,Premium brewed coffee,1,3.1
88526,08/05/2023,Hell's Kitchen,Barista Espresso,1,3
88527,08/05/2023,Hell's Kitchen,Regular syrup,1,0.8
88528,08/05/2023,Astoria,Hot chocolate,2,7
88529,08/05/2023,Astoria,Biscotti,2,6.5
88530,08/05/2023,Astoria,Chai tea,1,10.95
88531,08/05/2023,Astoria,Gourmet brewed coffee,2,7
88532,08/05/2023,Hell's Kitchen,Brewed Black tea,1,2.5
88533,08/05/2023,Astoria,Gourmet brewed coffee,1,3
88534,08/05/2023,Astoria,Brewed herbal tea,2,6
88535,08/05/2023,Astoria,Biscotti,2,7
88536,08/05/2023,Hell's Kitchen,Barista Espresso,1,3.75
88537,08/05/2023,Lower Manhattan,Organic brewed coffee,1,2.2
88538,08/05/2023,Lower Manhattan,Scone,1,3.25
88539,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,5.1
88540,08/05/2023,Astoria,Brewed herbal tea,2,6
88541,08/05/2023,Lower Manhattan,Brewed Black tea,1,3
88542,08/05/2023,Astoria,Drip coffee,1,2
88543,08/05/2023,Hell's Kitchen,Barista Espresso,2,7.5
88544,08/05/2023,Hell's Kitchen,Pastry,1,3.75
88545,08/05/2023,Hell's Kitchen,Brewed herbal tea,1,2.5
88546,08/05/2023,Astoria,Brewed Chai tea,2,8
88547,08/05/2023,Hell's Kitchen,Barista Espresso,2,7.5
88548,08/05/2023,Hell's Kitchen,Sugar free syrup,2,1.6
88549,08/05/2023,Hell's Kitchen,Scone,1,3
88550,08/05/2023,Astoria,Brewed herbal tea,1,3
88551,08/05/2023,Astoria,Scone,2,6.5
88552,08/05/2023,Astoria,Hot chocolate,1,4.75
88553,08/05/2023,Astoria,Pastry,2,7
88554,08/05/2023,Astoria,Gourmet brewed coffee,2,6
88555,08/05/2023,Hell's Kitchen,Hot chocolate,2,9.5
88556,08/05/2023,Hell's Kitchen,Biscotti,1,3.5
88557,08/05/2023,Astoria,Barista Espresso,2,7.5
88558,08/05/2023,Hell's Kitchen,Drip coffee,2,4
88559,08/05/2023,Astoria,Hot chocolate,1,4.75
88560,08/05/2023,Astoria,Brewed Chai tea,2,8
88561,08/05/2023,Lower Manhattan,Drip coffee,2,5
88562,08/05/2023,Hell's Kitchen,Barista Espresso,2,7.5
88563,08/05/2023,Hell's Kitchen,Regular syrup,2,1.6
88564,08/05/2023,Hell's Kitchen,Brewed herbal tea,2,5
88565,08/05/2023,Astoria,Hot chocolate,2,7
88566,08/05/2023,Lower Manhattan,Brewed Black tea,2,5
88567,08/05/2023,Lower Manhattan,Brewed herbal tea,1,2.5
88568,08/05/2023,Lower Manhattan,Brewed herbal tea,1,3
88569,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,2,5
88570,08/05/2023,Hell's Kitchen,Brewed Green tea,2,5
88571,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
88572,08/05/2023,Hell's Kitchen,Drip coffee,1,2.5
88573,08/05/2023,Hell's Kitchen,Brewed Green tea,1,2.5
88574,08/05/2023,Hell's Kitchen,Scone,1,3.25
88575,08/05/2023,Astoria,Drip coffee,2,4
88576,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,2.5
88577,08/05/2023,Astoria,Gourmet brewed coffee,2,7
88578,08/05/2023,Astoria,Drip coffee,2,6
88579,08/05/2023,Astoria,Pastry,2,7.5
88580,08/05/2023,Hell's Kitchen,Barista Espresso,1,3
88581,08/05/2023,Hell's Kitchen,Sugar free syrup,1,0.8
88582,08/05/2023,Lower Manhattan,Brewed Chai tea,2,5
88583,08/05/2023,Astoria,Premium brewed coffee,1,3.1
88584,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,6.2
88585,08/05/2023,Hell's Kitchen,Scone,1,3
88586,08/05/2023,Astoria,Gourmet brewed coffee,1,3
88587,08/05/2023,Astoria,Drinking Chocolate,1,6.4
88588,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,7.5
88589,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,2.5
88590,08/05/2023,Hell's Kitchen,Pastry,1,3.75
88591,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,2,4
88592,08/05/2023,Astoria,Brewed herbal tea,1,3
88593,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,6
88594,08/05/2023,Hell's Kitchen,Chai tea,1,8.95
88595,08/05/2023,Astoria,Brewed Green tea,1,3
88596,08/05/2023,Astoria,Premium brewed coffee,2,7.5
88597,08/05/2023,Lower Manhattan,Premium brewed coffee,2,6.2
88598,08/05/2023,Lower Manhattan,Drip coffee,2,6
88599,08/05/2023,Astoria,Barista Espresso,1,3
88600,08/05/2023,Astoria,Barista Espresso,1,3.75
88601,08/05/2023,Astoria,Brewed Green tea,1,2.5
88602,08/05/2023,Astoria,Pastry,1,3.75
88603,08/05/2023,Astoria,Brewed Chai tea,2,8
88604,08/05/2023,Lower Manhattan,Brewed Chai tea,1,2.5
88605,08/05/2023,Astoria,Hot chocolate,1,4.5
88606,08/05/2023,Astoria,Housewares,1,14
88607,08/05/2023,Astoria,Brewed Black tea,1,2.5
88608,08/05/2023,Astoria,Brewed Chai tea,1,3.1
88609,08/05/2023,Lower Manhattan,Barista Espresso,2,7.5
88610,08/05/2023,Astoria,Premium brewed coffee,1,2.45
88611,08/05/2023,Lower Manhattan,Organic brewed coffee,1,2.2
88612,08/05/2023,Lower Manhattan,Hot chocolate,2,9
88613,08/05/2023,Lower Manhattan,Scone,1,3.25
88614,08/05/2023,Astoria,Drip coffee,2,5
88615,08/05/2023,Astoria,Barista Espresso,1,3.75
88616,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
88617,08/05/2023,Astoria,Barista Espresso,1,3.75
88618,08/05/2023,Astoria,Biscotti,2,7
88619,08/05/2023,Astoria,Barista Espresso,1,3.75
88620,08/05/2023,Astoria,Barista Espresso,1,3.75
88621,08/05/2023,Astoria,Brewed Chai tea,2,5.1
88622,08/05/2023,Astoria,Brewed Chai tea,1,3.1
88623,08/05/2023,Astoria,Hot chocolate,2,9.5
88624,08/05/2023,Astoria,Gourmet brewed coffee,1,3.5
88625,08/05/2023,Astoria,Barista Espresso,2,7.5
88626,08/05/2023,Astoria,Barista Espresso,1,4.25
88627,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,4
88628,08/05/2023,Lower Manhattan,Brewed Black tea,1,3
88629,08/05/2023,Astoria,Brewed Green tea,1,2.5
88630,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,2,6
88631,08/05/2023,Hell's Kitchen,Brewed herbal tea,2,6
88632,08/05/2023,Astoria,Brewed Green tea,2,6
88633,08/05/2023,Lower Manhattan,Hot chocolate,1,3.5
88634,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,5
88635,08/05/2023,Astoria,Brewed Chai tea,1,2.5
88636,08/05/2023,Astoria,Brewed Black tea,1,2.5
88637,08/05/2023,Lower Manhattan,Gourmet brewed coffee,1,3
88638,08/05/2023,Lower Manhattan,Brewed Chai tea,1,2.55
88639,08/05/2023,Lower Manhattan,Biscotti,1,3.5
88640,08/05/2023,Astoria,Brewed Black tea,2,6
88641,08/05/2023,Hell's Kitchen,Barista Espresso,2,8.5
88642,08/05/2023,Hell's Kitchen,Regular syrup,1,0.8
88643,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,4.9
88644,08/05/2023,Hell's Kitchen,Scone,1,3.25
88645,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,2.5
88646,08/05/2023,Astoria,Drip coffee,2,5
88647,08/05/2023,Astoria,Scone,2,9
88648,08/05/2023,Astoria,Pastry,1,3.75
88649,08/05/2023,Astoria,Premium brewed coffee,1,3.75
88650,08/05/2023,Astoria,Biscotti,2,7
88651,08/05/2023,Lower Manhattan,Brewed Chai tea,2,5
88652,08/05/2023,Lower Manhattan,Pastry,1,3.75
88653,08/05/2023,Astoria,Hot chocolate,1,4.5
88654,08/05/2023,Astoria,Brewed Chai tea,1,3
88655,08/05/2023,Astoria,Gourmet brewed coffee,1,3.5
88656,08/05/2023,Astoria,Hot chocolate,2,9.5
88657,08/05/2023,Lower Manhattan,Brewed herbal tea,1,2.5
88658,08/05/2023,Astoria,Premium brewed coffee,2,6.2
88659,08/05/2023,Lower Manhattan,Brewed Black tea,2,5
88660,08/05/2023,Lower Manhattan,Barista Espresso,2,7.5
88661,08/05/2023,Lower Manhattan,Sugar free syrup,2,1.6
88662,08/05/2023,Lower Manhattan,Brewed Chai tea,1,2.5
88663,08/05/2023,Hell's Kitchen,Brewed Black tea,1,3
88664,08/05/2023,Hell's Kitchen,Biscotti,1,3.5
88665,08/05/2023,Astoria,Premium brewed coffee,1,2.45
88666,08/05/2023,Astoria,Premium brewed coffee,1,3.75
88667,08/05/2023,Lower Manhattan,Brewed Black tea,2,5
88668,08/05/2023,Astoria,Brewed Black tea,1,3
88669,08/05/2023,Astoria,Scone,2,9
88670,08/05/2023,Astoria,Brewed Green tea,1,3
88671,08/05/2023,Astoria,Scone,2,9
88672,08/05/2023,Lower Manhattan,Brewed Green tea,2,5
88673,08/05/2023,Astoria,Brewed Chai tea,1,3.1
88674,08/05/2023,Astoria,Pastry,2,7.5
88675,08/05/2023,Hell's Kitchen,Barista Espresso,2,8.5
88676,08/05/2023,Hell's Kitchen,Regular syrup,2,1.6
88677,08/05/2023,Hell's Kitchen,Scone,1,4.5
88678,08/05/2023,Hell's Kitchen,Drinking Chocolate,1,13.33
88679,08/05/2023,Astoria,Brewed Chai tea,1,2.5
88680,08/05/2023,Astoria,Premium brewed coffee,1,3.75
88681,08/05/2023,Hell's Kitchen,Hot chocolate,1,3.75
88682,08/05/2023,Astoria,Gourmet brewed coffee,2,7
88683,08/05/2023,Hell's Kitchen,Drip coffee,1,2
88684,08/05/2023,Hell's Kitchen,Brewed herbal tea,2,6
88685,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,3.1
88686,08/05/2023,Astoria,Hot chocolate,2,9
88687,08/05/2023,Astoria,Black tea,1,8.95
88688,08/05/2023,Lower Manhattan,Barista Espresso,2,8.5
88689,08/05/2023,Lower Manhattan,Sugar free syrup,2,1.6
88690,08/05/2023,Hell's Kitchen,Organic brewed coffee,1,3.5
88691,08/05/2023,Astoria,Gourmet brewed coffee,1,3.5
88692,08/05/2023,Hell's Kitchen,Hot chocolate,1,4.75
88693,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
88694,08/05/2023,Hell's Kitchen,Biscotti,1,3.5
88695,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
88696,08/05/2023,Lower Manhattan,Gourmet brewed coffee,2,6
88697,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,8
88698,08/05/2023,Lower Manhattan,Barista Espresso,1,3.75
88699,08/05/2023,Lower Manhattan,Barista Espresso,2,7.5
88700,08/05/2023,Astoria,Brewed Black tea,2,5
88701,08/05/2023,Lower Manhattan,Brewed Chai tea,2,6
88702,08/05/2023,Lower Manhattan,Pastry,1,3.5
88703,08/05/2023,Astoria,Hot chocolate,1,4.5
88704,08/05/2023,Hell's Kitchen,Brewed Black tea,1,2.5
88705,08/05/2023,Astoria,Hot chocolate,2,7
88706,08/05/2023,Astoria,Scone,2,9
88707,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,2,6
88708,08/05/2023,Lower Manhattan,Brewed Black tea,2,5
88709,08/05/2023,Lower Manhattan,Barista Espresso,2,8.5
88710,08/05/2023,Lower Manhattan,Regular syrup,1,0.8
88711,08/05/2023,Lower Manhattan,Pastry,1,3.5
88712,08/05/2023,Lower Manhattan,Black tea,1,8.95
88713,08/05/2023,Lower Manhattan,Brewed Black tea,2,5
88714,08/05/2023,Astoria,Drip coffee,2,4
88715,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
88716,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,2
88717,08/05/2023,Hell's Kitchen,Pastry,1,3.75
88718,08/05/2023,Lower Manhattan,Gourmet brewed coffee,2,5
88719,08/05/2023,Astoria,Barista Espresso,2,6
88720,08/05/2023,Lower Manhattan,Brewed Chai tea,2,5
88721,08/05/2023,Astoria,Brewed herbal tea,1,3
88722,08/05/2023,Hell's Kitchen,Brewed herbal tea,2,6
88723,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,6.2
88724,08/05/2023,Astoria,Barista Espresso,1,3.75
88725,08/05/2023,Astoria,Biscotti,1,3.5
88726,08/05/2023,Hell's Kitchen,Brewed Black tea,1,2.5
88727,08/05/2023,Hell's Kitchen,Barista Espresso,1,3
88728,08/05/2023,Hell's Kitchen,Drip coffee,2,6
88729,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,2,4
88730,08/05/2023,Hell's Kitchen,Black tea,1,8.95
88731,08/05/2023,Lower Manhattan,Premium brewed coffee,2,7.5
88732,08/05/2023,Lower Manhattan,Biscotti,1,3.5
88733,08/05/2023,Astoria,Gourmet brewed coffee,1,3.5
88734,08/05/2023,Astoria,Brewed herbal tea,1,2.5
88735,08/05/2023,Astoria,Brewed Chai tea,2,8
88736,08/05/2023,Lower Manhattan,Organic brewed coffee,1,2.2
88737,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,5
88738,08/05/2023,Astoria,Brewed herbal tea,1,3
88739,08/05/2023,Astoria,Scone,2,9
88740,08/05/2023,Lower Manhattan,Gourmet brewed coffee,2,5
88741,08/05/2023,Astoria,Brewed Chai tea,2,8
88742,08/05/2023,Lower Manhattan,Brewed Chai tea,1,2.5
88743,08/05/2023,Hell's Kitchen,Barista Espresso,2,7.5
88744,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
88745,08/05/2023,Lower Manhattan,Brewed Black tea,1,3
88746,08/05/2023,Astoria,Brewed Black tea,2,5
88747,08/05/2023,Astoria,Brewed Black tea,1,2.5
88748,08/05/2023,Astoria,Scone,2,9
88749,08/05/2023,Astoria,Gourmet brewed coffee,2,6
88750,08/05/2023,Astoria,Brewed herbal tea,1,2.5
88751,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,5
88752,08/05/2023,Hell's Kitchen,Brewed Black tea,1,2.5
88753,08/05/2023,Hell's Kitchen,Scone,1,4.5
88754,08/05/2023,Hell's Kitchen,Barista Espresso,1,3
88755,08/05/2023,Astoria,Barista Espresso,1,4.25
88756,08/05/2023,Hell's Kitchen,Brewed Black tea,2,6
88757,08/05/2023,Hell's Kitchen,Scone,1,3.25
88758,08/05/2023,Lower Manhattan,Brewed Black tea,1,2.5
88759,08/05/2023,Lower Manhattan,Hot chocolate,1,3.75
88760,08/05/2023,Hell's Kitchen,Premium brewed coffee,1,3.1
88761,08/05/2023,Lower Manhattan,Brewed herbal tea,1,2.5
88762,08/05/2023,Astoria,Brewed Green tea,2,5
88763,08/05/2023,Astoria,Gourmet Beans,1,15
88764,08/05/2023,Astoria,Brewed Green tea,1,3
88765,08/05/2023,Astoria,Biscotti,2,7
88766,08/05/2023,Astoria,Gourmet brewed coffee,1,2.5
88767,08/05/2023,Lower Manhattan,Brewed Black tea,1,3
88768,08/05/2023,Hell's Kitchen,Brewed Black tea,1,3
88769,08/05/2023,Hell's Kitchen,Green beans,1,10
88770,08/05/2023,Hell's Kitchen,Brewed Black tea,1,2.5
88771,08/05/2023,Astoria,Organic brewed coffee,1,3
88772,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,7.5
88773,08/05/2023,Hell's Kitchen,Pastry,1,3.75
88774,08/05/2023,Astoria,Drip coffee,2,5
88775,08/05/2023,Astoria,Scone,2,7.5
88776,08/05/2023,Astoria,Brewed Black tea,1,3
88777,08/05/2023,Astoria,Scone,2,7.5
88778,08/05/2023,Astoria,Brewed Black tea,1,2.5
88779,08/05/2023,Lower Manhattan,Premium brewed coffee,2,6.2
88780,08/05/2023,Lower Manhattan,Premium brewed coffee,1,2.45
88781,08/05/2023,Astoria,Gourmet brewed coffee,1,2.2
88782,08/05/2023,Astoria,Drip coffee,1,3
88783,08/05/2023,Astoria,Gourmet Beans,1,15
88784,08/05/2023,Astoria,Brewed Black tea,2,6
88785,08/05/2023,Astoria,Biscotti,2,7
88786,08/05/2023,Lower Manhattan,Premium brewed coffee,2,6.2
88787,08/05/2023,Lower Manhattan,Barista Espresso,1,3.75
88788,08/05/2023,Astoria,Pastry,1,3.75
88789,08/05/2023,Astoria,Barista Espresso,2,7.5
88790,08/05/2023,Astoria,Pastry,1,3.75
88791,08/05/2023,Astoria,Brewed Chai tea,2,5.1
88792,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,7.5
88793,08/05/2023,Astoria,Gourmet brewed coffee,2,6
88794,08/05/2023,Hell's Kitchen,Brewed Black tea,2,6
88795,08/05/2023,Astoria,Premium brewed coffee,2,6.2
88796,08/05/2023,Hell's Kitchen,Brewed Green tea,2,5
88797,08/05/2023,Hell's Kitchen,Brewed Chai tea,2,5
88798,08/05/2023,Hell's Kitchen,Brewed Black tea,2,6
88799,08/05/2023,Hell's Kitchen,Brewed Black tea,2,5
88800,08/05/2023,Lower Manhattan,Hot chocolate,1,4.5
88801,08/05/2023,Lower Manhattan,Scone,1,3.25
88802,08/05/2023,Astoria,Brewed Black tea,1,2.5
88803,08/05/2023,Astoria,Drip coffee,1,3
88804,08/05/2023,Astoria,Drip coffee,1,3
88805,08/05/2023,Astoria,Drip coffee,1,3
88806,08/05/2023,Lower Manhattan,Brewed Chai tea,2,5
88807,08/05/2023,Lower Manhattan,Brewed herbal tea,1,2.5
88808,08/05/2023,Astoria,Brewed Black tea,1,2.5
88809,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,2.2
88810,08/05/2023,Lower Manhattan,Barista Espresso,2,8.5
88811,08/05/2023,Lower Manhattan,Regular syrup,4,3.2
88812,08/05/2023,Lower Manhattan,Pastry,1,3.75
88813,08/05/2023,Astoria,Brewed Chai tea,1,4
88814,08/05/2023,Astoria,Gourmet brewed coffee,1,2.5
88815,08/05/2023,Hell's Kitchen,Organic brewed coffee,2,7
88816,08/05/2023,Lower Manhattan,Brewed Black tea,1,3
88817,08/05/2023,Astoria,Premium brewed coffee,1,3.1
88818,08/05/2023,Hell's Kitchen,Brewed Chai tea,1,2.5
88819,08/05/2023,Astoria,Hot chocolate,1,3.75
88820,08/05/2023,Astoria,Brewed herbal tea,1,3
88821,08/05/2023,Hell's Kitchen,Premium brewed coffee,2,7.5
88822,08/05/2023,Astoria,Brewed Chai tea,2,5
88823,08/05/2023,Hell's Kitchen,Barista Espresso,1,3.75
88824,08/05/2023,Hell's Kitchen,Regular syrup,1,0.8
88825,08/05/2023,Astoria,Brewed herbal tea,1,2.5
88826,08/05/2023,Astoria,Gourmet brewed coffee,1,2.2
88827,08/05/2023,Hell's Kitchen,Gourmet brewed coffee,1,3
88828,08/05/2023,Hell's Kitchen,Gourmet Beans,1,15
88829,08/05/2023,Astoria,Brewed Black tea,2,5
88830,08/05/2023,Lower Manhattan,Brewed herbal tea,1,3
88831,08/05/2023,Hell's Kitchen,Premium brewed coffee,1,2.45
88832,08/05/2023,Hell's Kitchen,Barista Espresso,2,6
88833,08/05/2023,Hell's Kitchen,Regular syrup,2,1.6
88834,08/05/2023,Astoria,Gourmet brewed coffee,2,5
88835,08/05/2023,Astoria,Brewed herbal tea,1,3
88836,08/05/2023,Astoria,Scone,2,7.5
88837,08/05/2023,Lower Manhattan,Brewed Chai tea,2,5
88838,08/05/2023,Lower Manhattan,Biscotti,1,3.5
